,id,id_pais,anio,id_region,pbi,prod_carb_porc_anual,prod_carbon,prod_carb_porc_anual,prod_carbon,prod_gas_porc_anual,prod_gas,prod_petr_porc_anual,prod_petroleo,con_bio_porc_anual,con_biocomb,con_carb_porc_anual,con_carbon,con_gas_porc_anual,con_gas,con_hydro_porc_anual,con_hydro,con_nuc_porc_anual,con_nuc,con_petr_porc_anual,con_petr,con_sol_porc_anual,con_sol,con_eol_porc_anual,con_eol,gen_biocomb,gen_bio_porc,gen_carbon,gen_carbon_porc,gen_gas,gen_gas_porc,gen_hidro,gen_hidro_porc,import_netas,import_netas_porc,gen_nuclear,gen_nuclear_porc,gen_petroleo,gen_petroleo_porc,gen_solar,gen_solar_porc,gen_eolica,gen_eolica_porc,intensidad_carbono,CO2_emission,pm2_5_gm3,pm10_gm3,no2_gm3
5657,NZL-2009,NZL,2009,3,132821327872.0,-6.971,32.314,-6.971,32.314,4.474,46.476,-6.944,33.76,,,-23.101,18.819,2.801,40.139,8.368,67.632,,0.0,-4.557,83.753,3.885,0.01,39.492,4.123,0.71,1.63,5.99,13.756,5.4,12.401,24.217,55.613,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.008,1.476,3.391,195.425,75.925234290224,,,
5658,NZL-2010,NZL,2010,3,135624843264.0,19.385,38.578,19.385,38.578,7.279,49.859,-2.1,33.051,,,-14.597,16.072,9.021,43.76,2.102,68.63,,0.0,0.111,83.846,6.648,0.011,10.885,4.544,0.69,1.534,5.86,13.024,5.28,11.735,24.727,54.955,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,1.637,3.639,186.248,70.28583982800197,,,
5659,NZL-2011,NZL,2011,3,138433576960.0,-7.705,35.606,-7.705,35.606,-9.704,45.02,-13.847,28.474,,,1.23,16.27,-8.1,40.215,1.554,69.272,,0.0,3.033,86.388,7.793,0.011,19.548,5.399,0.53,1.188,4.42,9.904,4.91,11.002,25.111,56.268,0.0,0.0,0.0,0.0,0.68,1.524,0.004,0.009,1.957,4.386,167.386,70.49365976449535,,,
5660,NZL-2012,NZL,2012,3,141964034048.0,-0.777,35.329,-0.777,35.329,10.485,49.741,-8.547,26.04,,,24.6,20.272,11.019,44.647,-8.817,62.781,,0.0,-1.459,85.128,16.867,0.013,6.232,5.701,0.69,1.559,4.32,9.763,6.4,14.464,22.897,51.747,0.0,0.0,0.0,0.0,0.89,2.011,0.005,0.011,2.079,4.699,186.226,69.97259141979238,42.62,642.6,0.0
5661,NZL-2013,NZL,2013,3,144951869440.0,-5.1,33.528,-5.1,33.528,4.616,52.037,-14.401,22.29,,,-11.812,17.878,5.416,47.065,0.578,62.764,,0.0,1.428,86.344,38.596,0.018,-2.757,5.51,0.67,1.549,2.78,6.427,6.74,15.583,23.029,53.243,0.0,0.0,0.0,0.0,0.86,1.988,0.007,0.015,2.022,4.675,164.845,73.24253848368186,,,
5662,NZL-2014,NZL,2014,3,149075263488.0,-14.408,28.697,-14.408,28.697,9.009,56.725,17.007,26.081,,,-7.65,16.51,11.101,52.29,5.597,65.88,,0.0,1.694,87.806,180.051,0.051,9.365,5.99,0.57,1.296,2.29,5.206,5.55,12.617,24.318,55.283,0.0,0.0,0.0,0.0,0.71,1.614,0.019,0.043,2.211,5.027,138.446,73.92899393804399,60.15,560.29,49.529999999999994
5663,NZL-2015,NZL,2015,3,153714786304.0,-17.391,23.706,-17.391,23.706,-7.802,52.299,2.255,26.669,,,0.991,16.673,-8.168,48.019,0.871,66.058,,0.0,3.999,91.317,95.517,0.099,6.915,6.367,0.56,1.253,2.23,4.99,5.39,12.061,24.53,54.89,0.0,0.0,0.0,0.0,0.69,1.544,0.037,0.082,2.364,5.29,133.588,76.28371429034094,85.81,552.9,29.259999999999998
5664,NZL-2016,NZL,2016,3,159813943296.0,-16.135,19.881,-16.135,19.881,2.261,53.482,-14.091,22.911,,,-17.257,13.796,-0.094,47.974,5.728,69.429,,0.0,2.514,93.613,54.424,0.151,-0.988,6.266,0.43,0.974,1.77,4.008,4.3,9.737,25.935,58.726,0.0,0.0,0.0,0.0,0.55,1.245,0.057,0.128,2.341,5.3,112.764,75.51334803999767,125.21000000000001,526.3,28.41
5665,NZL-2017,NZL,2017,3,165842092032.0,1.232,20.126,1.232,20.126,0.0,,0.0,,,,5.366,14.536,4.06,49.921,-2.927,67.0,,0.0,5.47,98.734,35.968,0.205,-10.668,5.565,0.53,1.187,2.11,4.727,5.11,11.447,25.176,56.397,0.0,0.0,0.0,0.0,0.65,1.456,0.077,0.172,2.091,4.684,128.134,76.61183934363379,102.44,245.72,22.51
5666,NZL-2018,NZL,2018,3,171013586944.0,15.636,23.273,15.636,23.273,0.0,,0.0,,,,7.818,15.673,-9.798,45.03,4.285,69.462,,0.0,-0.206,98.53,30.707,0.266,-1.104,5.471,0.47,1.052,1.88,4.206,4.55,10.18,26.255,58.742,0.0,0.0,0.0,0.0,0.58,1.298,0.1,0.225,2.068,4.627,116.792,79.17738131449069,,,
5667,NZL-2019,NZL,2019,3,,-4.525,22.22,-4.525,22.22,0.0,,0.0,,,,13.813,17.838,6.731,48.061,-2.498,67.477,,0.0,2.406,100.901,27.025,0.336,9.077,5.946,0.52,1.152,2.07,4.585,5.0,11.075,25.599,56.701,0.0,0.0,0.0,0.0,0.64,1.418,0.128,0.283,2.256,4.996,124.925,77.92452556997772,,,
5668,NZL-2020,NZL,2020,3,,-8.355,20.363,-8.355,20.363,0.0,,0.0,,,,-4.271,17.076,-4.817,45.746,-5.197,63.735,,0.0,-17.872,82.868,25.58,0.421,2.178,6.053,0.55,1.235,2.18,4.895,5.71,12.82,24.268,54.488,0.0,0.0,0.0,0.0,0.67,1.504,0.16,0.36,2.305,5.175,137.409,,,,
5669,NZL-2021,NZL,2021,3,,2.387,20.849,2.387,20.849,0.0,,0.0,,,,17.31,20.032,-15.153,38.814,-0.185,63.384,,,-2.48,80.813,27.85,0.536,14.635,6.914,0.54,1.216,2.74,6.169,4.65,10.469,24.223,54.536,0.0,0.0,0.0,0.0,0.68,1.531,0.205,0.461,2.642,5.948,135.985,,,,
5670,NIC-1980,NIC,1980,5,9569441792.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
5671,NIC-1981,NIC,1981,5,10088519680.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68522,,,
5672,NIC-1982,NIC,1982,5,9999360000.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,
5673,NIC-1983,NIC,1983,5,10462228480.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,
5674,NIC-1984,NIC,1984,5,10301112320.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,
5675,NIC-1985,NIC,1985,5,9880259584.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,
5676,NIC-1986,NIC,1986,5,9779728384.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
5677,NIC-1987,NIC,1987,5,9706884096.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,
5678,NIC-1988,NIC,1988,5,8503192064.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,
5679,NIC-1989,NIC,1989,5,8356356096.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,
5680,NIC-1990,NIC,1990,5,8348404224.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,
5681,NIC-1991,NIC,1991,5,8483399680.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
5682,NIC-1992,NIC,1992,5,8668810240.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,
5683,NIC-1993,NIC,1993,5,8788659200.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,
5684,NIC-1994,NIC,1994,5,9239788544.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,
5685,NIC-1995,NIC,1995,5,9966535680.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
5686,NIC-1996,NIC,1996,5,10785595392.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,
5687,NIC-1997,NIC,1997,5,11415412736.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,
5688,NIC-1998,NIC,1998,5,12049925120.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
5689,NIC-1999,NIC,1999,5,13130551296.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
5690,NIC-2000,NIC,2000,5,13909592064.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.1,4.695,0.0,0.0,0.0,0.0,0.21,9.859,0.11,4.911,0.0,0.0,1.69,79.343,0.0,0.0,0.0,0.0,568.075,7.4,,,
5691,NIC-2001,NIC,2001,5,14579898368.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.06,2.575,0.0,0.0,0.0,0.0,0.19,8.155,0.02,0.851,0.0,0.0,1.87,80.258,0.0,0.0,0.0,0.0,570.815,7.4,,,
5692,NIC-2002,NIC,2002,5,14954188800.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.18,6.667,0.0,0.0,0.0,0.0,0.3,11.111,0.01,0.369,0.0,0.0,2.01,74.444,0.0,0.0,0.0,0.0,544.444,7.8,,,
5693,NIC-2003,NIC,2003,5,15599451136.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.26,10.0,0.0,0.0,0.0,0.0,0.29,11.154,-0.01,-0.386,0.0,0.0,1.78,68.462,0.0,0.0,0.0,0.0,511.538,7.8,,,
5694,NIC-2004,NIC,2004,5,16722814976.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.45,16.729,0.0,0.0,0.0,0.0,0.32,11.896,0.0,0.0,0.0,0.0,1.67,62.082,0.0,0.0,0.0,0.0,479.554,8.0,,,
5695,NIC-2005,NIC,2005,5,17753884672.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.49,16.279,0.0,0.0,0.0,0.0,0.43,14.286,0.02,0.66,0.0,0.0,1.82,60.465,0.0,0.0,0.0,0.0,465.116,8.4,,,
5696,NIC-2006,NIC,2006,5,18819405824.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.53,17.097,0.0,0.0,0.0,0.0,0.31,10.0,0.04,1.274,0.0,0.0,1.95,62.903,0.0,0.0,0.0,0.0,487.097,8.8,,,
5697,NIC-2007,NIC,2007,5,20171036672.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.45,15.411,0.0,0.0,0.0,0.0,0.3,10.274,0.06,2.013,0.0,0.0,1.93,66.096,0.0,0.0,0.0,0.0,503.425,9.0,,,
5698,NIC-2008,NIC,2008,5,21118480384.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.41,12.733,0.0,0.0,0.0,0.0,0.53,16.46,0.03,0.923,0.0,0.0,1.96,60.87,0.0,0.0,0.0,0.0,459.627,8.020615252011492,,,
5699,NIC-2009,NIC,2009,5,20900358144.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.46,12.958,0.0,0.0,0.0,0.0,0.29,8.169,0.0,0.0,0.0,0.0,2.39,67.324,0.0,0.0,0.11,3.099,507.042,8.6,,,
5700,NIC-2010,NIC,2010,5,21950676992.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.38,10.826,0.0,0.0,0.0,0.0,0.5,14.245,-0.03,-0.862,0.0,0.0,2.17,61.823,0.0,0.0,0.16,4.558,464.387,8.6,,,
5701,NIC-2011,NIC,2011,5,23734874112.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.39,10.627,0.0,0.0,0.0,0.0,0.44,11.989,-0.03,-0.824,0.0,0.0,2.35,64.033,0.01,0.272,0.21,5.722,479.564,8.6,,,
5702,NIC-2012,NIC,2012,5,25065728000.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.4,10.283,0.0,0.0,0.0,0.0,0.41,10.54,0.02,0.512,0.0,0.0,2.22,57.069,0.01,0.257,0.33,8.483,429.306,9.402155489600275,,,
5703,NIC-2013,NIC,2013,5,26206803968.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.36,8.911,0.0,0.0,0.0,0.0,0.45,11.139,0.04,0.98,0.0,0.0,1.99,49.257,0.0,0.0,0.56,13.861,376.238,8.894359384334722,,,
5704,NIC-2014,NIC,2014,5,27402565632.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.37,8.565,0.0,0.0,0.0,0.0,0.39,9.028,-0.03,-0.699,0.0,0.0,2.05,47.454,0.0,0.0,0.85,19.676,363.426,8.874901634348968,,,
5705,NIC-2015,NIC,2015,5,28748328960.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.4,9.009,0.0,0.0,0.0,0.0,0.29,6.532,0.01,0.225,0.0,0.0,2.2,49.55,0.0,0.0,0.87,19.595,378.378,9.284830948352138,,,
5706,NIC-2016,NIC,2016,5,30103515136.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,0.5,11.236,0.0,0.0,0.0,0.0,0.42,9.438,0.19,4.095,0.0,0.0,2.09,46.966,0.0,0.0,0.73,16.404,366.292,10.508366,,,
5707,NIC-2017,NIC,2017,5,31419242496.0,,,,,,,,,,,,,,,,,,,,,,,,,0.46,10.478,0.0,0.0,0.0,0.0,0.46,10.478,0.33,6.992,0.0,0.0,2.08,47.38,0.01,0.228,0.63,14.351,369.021,10.499124,,,
5708,NIC-2018,NIC,2018,5,30136879104.0,,,,,,,,,,,,,,,,,,,,,,,,,0.45,9.934,0.0,0.0,0.0,0.0,0.41,9.051,0.2,4.228,0.0,0.0,2.05,45.254,0.02,0.442,0.8,17.66,348.786,10.363298,,,
5709,NIC-2019,NIC,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,11.638,0.0,0.0,0.0,0.0,0.41,8.836,0.43,8.481,0.0,0.0,2.16,46.552,0.02,0.431,0.73,15.733,362.069,10.055618,,,
5710,NIC-2020,NIC,2020,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,10.944,0.0,0.0,0.0,0.0,0.57,12.232,0.43,8.448,0.0,0.0,2.05,43.991,0.02,0.429,0.73,15.665,343.348,,,,
5711,NER-1980,NER,1980,2,7866668544.0,,0.119,,0.119,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
5712,NER-1981,NER,1981,2,7967200256.0,50.0,0.178,50.0,0.178,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1966853677482128,,,
5713,NER-1982,NER,1982,2,7865084416.0,50.0,0.267,50.0,0.267,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3180580336972825,,,
5714,NER-1983,NER,1983,2,7722073600.0,188.889,0.772,188.889,0.772,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3770870500459236,,,
5715,NER-1984,NER,1984,2,6409068032.0,15.385,0.891,15.385,0.891,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3115848355882729,,,
5716,NER-1985,NER,1985,2,6525748736.0,0.667,0.897,0.667,0.897,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3902901664864116,,,
5717,NER-1986,NER,1986,2,6821578752.0,-17.881,0.736,-17.881,0.736,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.394225465846385,,,
5718,NER-1987,NER,1987,2,6580954624.0,32.258,0.974,32.258,0.974,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2879732216788016,,,
5719,NER-1988,NER,1988,2,6947782144.0,-5.488,0.92,-5.488,0.92,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4453839203251533,,,
5720,NER-1989,NER,1989,2,6960921088.0,10.323,1.015,10.323,1.015,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8099665178859834,,,
5721,NER-1990,NER,1990,2,6837988352.0,-9.989,0.914,-9.989,0.914,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.872930797744524,,,
5722,NER-1991,NER,1991,2,6989576704.0,1.704,0.93,1.704,0.93,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9819034077373352,,,
5723,NER-1992,NER,1992,2,6527730688.0,-14.703,0.793,-14.703,0.793,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9838513623347356,,,
5724,NER-1993,NER,1993,2,6612262912.0,17.064,0.928,17.064,0.928,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.923114513610946,,,
5725,NER-1994,NER,1994,2,6867277312.0,0.104,0.929,0.104,0.929,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9703416043612503,,,
5726,NER-1995,NER,1995,2,6415909888.0,9.265,1.015,9.265,1.015,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9530225120861824,,,
5727,NER-1996,NER,1996,2,6731355136.0,6.464,1.081,6.464,1.081,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0369459316663,,,
5728,NER-1997,NER,1997,2,6759184384.0,-10.538,0.967,-10.538,0.967,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9969361121051514,,,
5729,NER-1998,NER,1998,2,7611809280.0,11.283,1.076,11.283,1.076,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0185446417260096,,,
5730,NER-1999,NER,1999,2,7681423360.0,-7.034,1.0,-7.034,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.108843186352165,,,
5731,NER-2000,NER,2000,2,7477987840.0,-6.094,0.939,-6.094,0.939,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,52.632,0.0,0.0,0.18,100.0,0.0,0.0,0.0,0.0,722.222,1.9578353384227896,,,
5732,NER-2001,NER,2001,2,8079399424.0,3.224,0.97,3.224,0.97,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,57.895,0.0,0.0,0.16,100.0,0.0,0.0,0.0,0.0,687.5,2.1627426119156343,,,
5733,NER-2002,NER,2002,2,8506477056.0,12.002,1.086,12.002,1.086,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,55.263,0.0,0.0,0.17,100.0,0.0,0.0,0.0,0.0,705.882,2.174548400445333,,,
5734,NER-2003,NER,2003,2,9108179968.0,3.28,1.122,3.28,1.122,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,56.098,0.0,0.0,0.18,100.0,0.0,0.0,0.0,0.0,722.222,2.2453831356235248,,,
5735,NER-2004,NER,2004,2,9043672064.0,25.243,1.405,25.243,1.405,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,60.417,0.0,0.0,0.19,100.0,0.0,0.0,0.0,0.0,684.211,2.268601187531932,,,
5736,NER-2005,NER,2005,2,9808796672.0,-23.046,1.081,-23.046,1.081,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,60.714,0.0,0.0,0.22,100.0,0.0,0.0,0.0,0.0,681.818,2.352355389957124,,,
5737,NER-2006,NER,2006,2,10381911040.0,-3.153,1.047,-3.153,1.047,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,65.574,0.0,0.0,0.21,100.0,0.0,0.0,0.0,0.0,714.286,2.290941675613632,,,
5738,NER-2007,NER,2007,2,10715390976.0,-2.847,1.017,-2.847,1.017,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,68.182,0.0,0.0,0.21,100.0,0.0,0.0,0.0,0.0,714.286,2.2396376516190712,,,
5739,NER-2008,NER,2008,2,11761921024.0,6.772,1.086,6.772,1.086,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,68.657,0.0,0.0,0.21,100.0,0.0,0.0,0.0,0.0,714.286,2.1975435758610176,,,
5740,NER-2009,NER,2009,2,11699248128.0,4.374,1.134,4.374,1.134,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,68.831,0.0,0.0,0.24,100.0,0.0,0.0,0.0,0.0,708.333,2.4583695036061934,,,
5741,NER-2010,NER,2010,2,12693037056.0,24.463,1.411,24.463,1.411,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,67.073,0.0,0.0,0.27,100.0,0.0,0.0,0.0,0.0,703.704,2.2981156598561787,,,
5742,NER-2011,NER,2011,2,12993281024.0,11.069,1.567,11.069,1.567,,0.0,,4.262,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,65.591,0.0,0.0,0.32,100.0,0.0,0.0,0.0,0.0,687.5,2.45906791761107,,,
5743,NER-2012,NER,2012,2,14603173888.0,-4.926,1.49,-4.926,1.49,,0.0,198.776,12.733,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,62.745,0.0,0.0,0.38,100.0,0.0,0.0,0.0,0.0,710.526,3.3262377397368352,,,
5744,NER-2013,NER,2013,2,15459623936.0,-3.587,1.436,-3.587,1.436,,0.0,-0.273,12.698,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,59.406,0.0,0.0,0.41,100.0,0.0,0.0,0.0,0.0,707.317,4.3324842756388335,,,
5745,NER-2014,NER,2014,2,16617681920.0,13.024,1.623,13.024,1.623,,0.0,0.0,12.698,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,64.035,0.0,0.0,0.41,100.0,0.0,0.0,0.0,0.0,707.317,5.050944816140092,,,
5746,NER-2015,NER,2015,2,17307856896.0,-10.602,1.451,-10.602,1.451,,0.0,-30.0,8.889,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,60.938,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,700.0,4.742072480292868,,,
5747,NER-2016,NER,2016,2,18231308288.0,13.41,1.646,13.41,1.646,,0.0,-6.888,8.276,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,61.417,0.0,0.0,0.49,100.0,0.0,0.0,0.0,0.0,693.878,4.998948663899381,,,
5748,NER-2017,NER,2017,2,19142508544.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,61.594,0.0,0.0,0.52,98.113,0.01,1.887,0.0,0.0,679.245,4.720390697600115,,,
5749,NER-2018,NER,2018,2,20483442688.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,66.443,0.0,0.0,0.49,98.0,0.01,2.0,0.0,0.0,680.0,4.3918473017334465,,,
5750,NER-2019,NER,2019,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,64.634,0.0,0.0,0.56,96.552,0.02,3.448,0.0,0.0,672.414,4.553608161533441,,,
5751,NER-2020,NER,2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,72.603,0.0,0.0,0.38,95.0,0.02,5.0,0.0,0.0,675.0,,,,
5752,NGA-1980,NGA,1980,2,155628240896.0,-36.2,0.893,-36.2,0.893,20.864,15.822,-10.354,1182.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
5753,NGA-1981,NGA,1981,2,143112470528.0,-1.958,0.876,-1.958,0.876,47.283,23.303,-30.24,824.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.516868804194715,,,
5754,NGA-1982,NGA,1982,2,141847576576.0,-51.724,0.423,-51.724,0.423,4.179,24.277,-10.6,737.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.20579932204333,,,
5755,NGA-1983,NGA,1983,2,132378058752.0,-5.357,0.4,-5.357,0.4,13.363,27.521,-4.002,707.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.18434829376321,,,
5756,NGA-1984,NGA,1984,2,126319992832.0,43.396,0.574,43.396,0.574,-3.797,26.476,12.651,797.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55969005625516,,,
5757,NGA-1985,NGA,1985,2,137605677056.0,84.211,1.057,84.211,1.057,-5.274,25.08,7.695,858.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.31976605636478,,,
5758,NGA-1986,NGA,1986,2,140218499072.0,2.857,1.087,2.857,1.087,16.629,29.25,-2.155,840.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.52433875647439,,,
5759,NGA-1987,NGA,1987,2,139114201088.0,-18.64,0.885,-18.64,0.885,-0.974,28.965,-8.107,772.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.44044809762445,,,
5760,NGA-1988,NGA,1988,2,152964612096.0,-30.01,0.619,-30.01,0.619,20.22,34.822,2.864,794.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.16817013365,,,
5761,NGA-1989,NGA,1989,2,162802040832.0,2.439,0.634,2.439,0.634,15.782,40.318,27.367,1011.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.22149531609146,,,
