,id_prod,id_pais,prod_carb_porc_anual,prod_carbon,prod_gas_porc_anual,prod_gas,prod_petr_porc_anual,prod_petroleo
2499,P-EST-2016,EST,,0.0,,0.0,,0.0
2500,P-EST-2017,EST,,,,,,
2501,P-EST-2018,EST,,,,,,
2502,P-EST-2019,EST,,,,,,
2503,P-EST-2020,EST,,,,,,
2504,P-EST-2021,EST,,,,,,
2505,P-SWZ-1980,SWZ,-10.864,1.219,,0.0,,0.0
2506,P-SWZ-1981,SWZ,-6.818,1.136,,0.0,,0.0
2507,P-SWZ-1982,SWZ,0.0,1.136,,0.0,,0.0
2508,P-SWZ-1983,SWZ,-37.805,0.707,,0.0,,0.0
2509,P-SWZ-1984,SWZ,22.549,0.866,,0.0,,0.0
2510,P-SWZ-1985,SWZ,32.8,1.15,,0.0,,0.0
2511,P-SWZ-1986,SWZ,3.614,1.191,,0.0,,0.0
2512,P-SWZ-1987,SWZ,-4.07,1.143,,0.0,,0.0
2513,P-SWZ-1988,SWZ,-11.515,1.011,,0.0,,0.0
2514,P-SWZ-1989,SWZ,4.794,1.06,,0.0,,0.0
2515,P-SWZ-1990,SWZ,4.575,1.108,,0.0,,0.0
2516,P-SWZ-1991,SWZ,-23.125,0.852,,0.0,,0.0
2517,P-SWZ-1992,SWZ,-18.699,0.693,,0.0,,0.0
2518,P-SWZ-1993,SWZ,-50.0,0.346,,0.0,,0.0
2519,P-SWZ-1994,SWZ,356.0,1.579,,0.0,,0.0
2520,P-SWZ-1995,SWZ,-24.561,1.191,,0.0,,0.0
2521,P-SWZ-1996,SWZ,-25.0,0.894,,0.0,,0.0
2522,P-SWZ-1997,SWZ,57.364,1.406,,0.0,,0.0
2523,P-SWZ-1998,SWZ,101.97,2.84,,0.0,,0.0
2524,P-SWZ-1999,SWZ,3.902,2.951,,0.0,,0.0
2525,P-SWZ-2000,SWZ,-10.798,2.632,,0.0,,0.0
2526,P-SWZ-2001,SWZ,-17.105,2.182,,0.0,,0.0
2527,P-SWZ-2002,SWZ,34.603,2.937,,0.0,,0.0
2528,P-SWZ-2003,SWZ,5.817,3.108,,0.0,,0.0
2529,P-SWZ-2004,SWZ,8.837,3.382,,0.0,,0.0
2530,P-SWZ-2005,SWZ,-7.641,3.124,,0.0,,0.0
2531,P-SWZ-2006,SWZ,-31.137,2.151,,0.0,,0.0
2532,P-SWZ-2007,SWZ,-22.31,1.671,,0.0,,0.0
2533,P-SWZ-2008,SWZ,-27.551,1.211,,0.0,,0.0
2534,P-SWZ-2009,SWZ,-25.834,0.898,,0.0,,0.0
2535,P-SWZ-2010,SWZ,12.539,1.011,,0.0,,0.0
2536,P-SWZ-2011,SWZ,-17.034,0.838,,0.0,,0.0
2537,P-SWZ-2012,SWZ,25.803,1.055,,0.0,,0.0
2538,P-SWZ-2013,SWZ,68.764,1.78,,0.0,,0.0
2539,P-SWZ-2014,SWZ,-30.195,1.243,,0.0,,0.0
2540,P-SWZ-2015,SWZ,-19.785,0.997,,0.0,,0.0
2541,P-SWZ-2016,SWZ,13.32,1.13,,0.0,,0.0
2542,P-SWZ-2017,SWZ,,,,,,
2543,P-SWZ-2018,SWZ,,,,,,
2544,P-SWZ-2019,SWZ,,,,,,
2545,P-SWZ-2020,SWZ,,,,,,
2546,P-ETH-1980,ETH,,0.0,,0.0,,0.0
2547,P-ETH-1981,ETH,,0.0,,0.0,,0.0
2548,P-ETH-1982,ETH,,0.0,,0.0,,0.0
2549,P-ETH-1983,ETH,,0.0,,0.0,,0.0
2550,P-ETH-1984,ETH,,0.0,,0.0,,0.0
2551,P-ETH-1985,ETH,,0.0,,0.0,,0.0
2552,P-ETH-1986,ETH,,0.0,,0.0,,0.0
2553,P-ETH-1987,ETH,,0.0,,0.0,,0.0
2554,P-ETH-1988,ETH,,0.0,,0.0,,0.0
2555,P-ETH-1989,ETH,,0.0,,0.0,,0.0
2556,P-ETH-1990,ETH,,0.0,,0.0,,0.0
2557,P-ETH-1991,ETH,,0.0,,0.0,,0.0
2558,P-ETH-1992,ETH,,0.0,,0.0,,0.0
2559,P-ETH-1993,ETH,,0.0,,0.0,,0.0
2560,P-ETH-1994,ETH,,0.0,,0.0,,0.0
2561,P-ETH-1995,ETH,,0.0,,0.0,,0.0
2562,P-ETH-1996,ETH,,0.0,,0.0,,0.0
2563,P-ETH-1997,ETH,,0.0,,0.0,,0.0
2564,P-ETH-1998,ETH,,0.0,,0.0,,0.0
2565,P-ETH-1999,ETH,,0.0,,0.0,,0.0
2566,P-ETH-2000,ETH,,0.0,,0.0,,0.0
2567,P-ETH-2001,ETH,,0.0,,0.0,,0.0
2568,P-ETH-2002,ETH,,0.0,,0.0,,0.0
2569,P-ETH-2003,ETH,,0.0,,0.0,,0.0
2570,P-ETH-2004,ETH,,0.0,,0.0,,0.0
2571,P-ETH-2005,ETH,,0.0,,0.0,,0.0
2572,P-ETH-2006,ETH,,0.0,,0.0,,0.0
2573,P-ETH-2007,ETH,,0.0,,0.0,,0.0
2574,P-ETH-2008,ETH,,0.0,,0.0,,0.0
2575,P-ETH-2009,ETH,,0.135,,0.0,,0.0
2576,P-ETH-2010,ETH,100.0,0.271,,0.0,,0.0
2577,P-ETH-2011,ETH,-41.667,0.158,,0.0,,0.0
2578,P-ETH-2012,ETH,-100.0,0.0,,0.0,,0.0
2579,P-ETH-2013,ETH,,0.0,,0.0,,0.0
2580,P-ETH-2014,ETH,,0.0,,0.0,,0.0
2581,P-ETH-2015,ETH,,0.0,,0.0,,0.0
2582,P-ETH-2016,ETH,,0.0,,0.0,,0.0
2583,P-ETH-2017,ETH,,,,,,
2584,P-ETH-2018,ETH,,,,,,
2585,P-ETH-2019,ETH,,,,,,
2586,P-ETH-2020,ETH,,,,,,
2587,P-FRO-1980,FRO,,0.0,,0.0,,0.0
2588,P-FRO-1981,FRO,,0.0,,0.0,,0.0
2589,P-FRO-1982,FRO,,0.0,,0.0,,0.0
2590,P-FRO-1983,FRO,,0.0,,0.0,,0.0
2591,P-FRO-1984,FRO,,0.0,,0.0,,0.0
2592,P-FRO-1985,FRO,,0.0,,0.0,,0.0
2593,P-FRO-1986,FRO,,0.0,,0.0,,0.0
2594,P-FRO-1987,FRO,,0.0,,0.0,,0.0
2595,P-FRO-1988,FRO,,0.0,,0.0,,0.0
2596,P-FRO-1989,FRO,,0.0,,0.0,,0.0
2597,P-FRO-1990,FRO,,0.0,,0.0,,0.0
2598,P-FRO-1991,FRO,,0.0,,0.0,,0.0
2599,P-FRO-1992,FRO,,0.0,,0.0,,0.0
2600,P-FRO-1993,FRO,,0.0,,0.0,,0.0
2601,P-FRO-1994,FRO,,0.0,,0.0,,0.0
2602,P-FRO-1995,FRO,,0.0,,0.0,,0.0
2603,P-FRO-1996,FRO,,0.0,,0.0,,0.0
2604,P-FRO-1997,FRO,,0.0,,0.0,,0.0
2605,P-FRO-1998,FRO,,0.0,,0.0,,0.0
2606,P-FRO-1999,FRO,,0.0,,0.0,,0.0
2607,P-FRO-2000,FRO,,0.0,,0.0,,0.0
2608,P-FRO-2001,FRO,,0.0,,0.0,,0.0
2609,P-FRO-2002,FRO,,0.0,,0.0,,0.0
2610,P-FRO-2003,FRO,,0.0,,0.0,,0.0
2611,P-FRO-2004,FRO,,0.0,,0.0,,0.0
2612,P-FRO-2005,FRO,,0.0,,0.0,,0.0
2613,P-FRO-2006,FRO,,0.0,,0.0,,0.0
2614,P-FRO-2007,FRO,,0.0,,0.0,,0.0
2615,P-FRO-2008,FRO,,0.0,,0.0,,0.0
2616,P-FRO-2009,FRO,,0.0,,0.0,,0.0
2617,P-FRO-2010,FRO,,0.0,,0.0,,0.0
2618,P-FRO-2011,FRO,,0.0,,0.0,,0.0
2619,P-FRO-2012,FRO,,0.0,,0.0,,0.0
2620,P-FRO-2013,FRO,,0.0,,0.0,,0.0
2621,P-FRO-2014,FRO,,0.0,,0.0,,0.0
2622,P-FRO-2015,FRO,,0.0,,0.0,,0.0
2623,P-FRO-2016,FRO,,0.0,,0.0,,0.0
2624,P-FRO-2017,FRO,,,,,,
2625,P-FRO-2018,FRO,,,,,,
2626,P-FRO-2019,FRO,,,,,,
2627,P-FRO-2020,FRO,,,,,,
2628,P-FLK-1980,FLK,,0.0,,0.0,,0.0
2629,P-FLK-1981,FLK,,0.0,,0.0,,0.0
2630,P-FLK-1982,FLK,,0.0,,0.0,,0.0
2631,P-FLK-1983,FLK,,0.0,,0.0,,0.0
2632,P-FLK-1984,FLK,,0.0,,0.0,,0.0
2633,P-FLK-1985,FLK,,0.0,,0.0,,0.0
2634,P-FLK-1986,FLK,,0.0,,0.0,,0.0
2635,P-FLK-1987,FLK,,0.0,,0.0,,0.0
2636,P-FLK-1988,FLK,,0.0,,0.0,,0.0
2637,P-FLK-1989,FLK,,0.0,,0.0,,0.0
2638,P-FLK-1990,FLK,,0.0,,0.0,,0.0
2639,P-FLK-1991,FLK,,0.0,,0.0,,0.0
2640,P-FLK-1992,FLK,,0.0,,0.0,,0.0
2641,P-FLK-1993,FLK,,0.0,,0.0,,0.0
2642,P-FLK-1994,FLK,,0.0,,0.0,,0.0
2643,P-FLK-1995,FLK,,0.0,,0.0,,0.0
2644,P-FLK-1996,FLK,,0.0,,0.0,,0.0
2645,P-FLK-1997,FLK,,0.0,,0.0,,0.0
2646,P-FLK-1998,FLK,,0.0,,0.0,,0.0
2647,P-FLK-1999,FLK,,0.0,,0.0,,0.0
2648,P-FLK-2000,FLK,,0.0,,0.0,,0.0
2649,P-FLK-2001,FLK,,0.0,,0.0,,0.0
2650,P-FLK-2002,FLK,,0.0,,0.0,,0.0
2651,P-FLK-2003,FLK,,0.0,,0.0,,0.0
2652,P-FLK-2004,FLK,,0.0,,0.0,,0.0
2653,P-FLK-2005,FLK,,0.0,,0.0,,0.0
2654,P-FLK-2006,FLK,,0.0,,0.0,,0.0
2655,P-FLK-2007,FLK,,0.0,,0.0,,0.0
2656,P-FLK-2008,FLK,,0.0,,0.0,,0.0
2657,P-FLK-2009,FLK,,0.0,,0.0,,0.0
2658,P-FLK-2010,FLK,,0.0,,0.0,,0.0
2659,P-FLK-2011,FLK,,0.0,,0.0,,0.0
2660,P-FLK-2012,FLK,,0.0,,0.0,,0.0
2661,P-FLK-2013,FLK,,0.0,,0.0,,0.0
2662,P-FLK-2014,FLK,,0.0,,0.0,,0.0
2663,P-FLK-2015,FLK,,0.0,,0.0,,0.0
2664,P-FLK-2016,FLK,,0.0,,0.0,,0.0
2665,P-FLK-2017,FLK,,,,,,
2666,P-FLK-2018,FLK,,,,,,
2667,P-FLK-2019,FLK,,,,,,
2668,P-FLK-2020,FLK,,,,,,
2669,P-FJI-1980,FJI,,0.0,,0.0,,0.0
2670,P-FJI-1981,FJI,,0.0,,0.0,,0.0
2671,P-FJI-1982,FJI,,0.0,,0.0,,0.0
2672,P-FJI-1983,FJI,,0.0,,0.0,,0.0
2673,P-FJI-1984,FJI,,0.0,,0.0,,0.0
2674,P-FJI-1985,FJI,,0.0,,0.0,,0.0
2675,P-FJI-1986,FJI,,0.0,,0.0,,0.0
2676,P-FJI-1987,FJI,,0.0,,0.0,,0.0
2677,P-FJI-1988,FJI,,0.0,,0.0,,0.0
2678,P-FJI-1989,FJI,,0.0,,0.0,,0.0
2679,P-FJI-1990,FJI,,0.0,,0.0,,0.0
2680,P-FJI-1991,FJI,,0.0,,0.0,,0.0
2681,P-FJI-1992,FJI,,0.0,,0.0,,0.0
2682,P-FJI-1993,FJI,,0.0,,0.0,,0.0
2683,P-FJI-1994,FJI,,0.0,,0.0,,0.0
2684,P-FJI-1995,FJI,,0.0,,0.0,,0.0
2685,P-FJI-1996,FJI,,0.0,,0.0,,0.0
2686,P-FJI-1997,FJI,,0.0,,0.0,,0.0
2687,P-FJI-1998,FJI,,0.0,,0.0,,0.0
2688,P-FJI-1999,FJI,,0.0,,0.0,,0.0
2689,P-FJI-2000,FJI,,0.0,,0.0,,0.0
2690,P-FJI-2001,FJI,,0.0,,0.0,,0.0
2691,P-FJI-2002,FJI,,0.0,,0.0,,0.0
2692,P-FJI-2003,FJI,,0.0,,0.0,,0.0
2693,P-FJI-2004,FJI,,0.0,,0.0,,0.0
2694,P-FJI-2005,FJI,,0.0,,0.0,,0.0
2695,P-FJI-2006,FJI,,0.0,,0.0,,0.0
2696,P-FJI-2007,FJI,,0.0,,0.0,,0.0
2697,P-FJI-2008,FJI,,0.0,,0.0,,0.0
2698,P-FJI-2009,FJI,,0.0,,0.0,,0.0
2699,P-FJI-2010,FJI,,0.0,,0.0,,0.0
2700,P-FJI-2011,FJI,,0.0,,0.0,,0.0
2701,P-FJI-2012,FJI,,0.0,,0.0,,0.0
2702,P-FJI-2013,FJI,,0.0,,0.0,,0.0
2703,P-FJI-2014,FJI,,0.0,,0.0,,0.0
2704,P-FJI-2015,FJI,,0.0,,0.0,,0.0
2705,P-FJI-2016,FJI,,0.0,,0.0,,0.0
2706,P-FJI-2017,FJI,,,,,,
2707,P-FJI-2018,FJI,,,,,,
2708,P-FJI-2019,FJI,,,,,,
2709,P-FJI-2020,FJI,,,,,,
2710,P-FIN-1980,FIN,,0.0,,0.0,,0.0
2711,P-FIN-1981,FIN,,0.0,,0.0,,0.0
2712,P-FIN-1982,FIN,,0.0,,0.0,,0.0
2713,P-FIN-1983,FIN,,0.0,,0.0,,0.0
2714,P-FIN-1984,FIN,,0.0,,0.0,,0.0
2715,P-FIN-1985,FIN,,0.0,,0.0,,0.0
2716,P-FIN-1986,FIN,,0.0,,0.0,,0.0
2717,P-FIN-1987,FIN,,0.0,,0.0,,0.0
2718,P-FIN-1988,FIN,,0.0,,0.0,,0.0
2719,P-FIN-1989,FIN,,0.0,,0.0,,0.0
2720,P-FIN-1990,FIN,,0.0,,0.0,,0.0
2721,P-FIN-1991,FIN,,0.0,,0.0,,0.0
2722,P-FIN-1992,FIN,,0.0,,0.0,,0.0
2723,P-FIN-1993,FIN,,0.0,,0.0,,0.0
2724,P-FIN-1994,FIN,,0.0,,0.0,,0.0
2725,P-FIN-1995,FIN,,0.0,,0.0,,0.0
2726,P-FIN-1996,FIN,,0.0,,0.0,,0.0
2727,P-FIN-1997,FIN,,0.0,,0.0,,0.0
2728,P-FIN-1998,FIN,,0.0,,0.0,,0.0
2729,P-FIN-1999,FIN,,0.0,,0.0,,0.0
2730,P-FIN-2000,FIN,,0.0,,0.0,,0.0
2731,P-FIN-2001,FIN,,0.0,,0.0,,0.0
2732,P-FIN-2002,FIN,,0.0,,0.0,,0.0
2733,P-FIN-2003,FIN,,0.0,,0.0,,0.0
2734,P-FIN-2004,FIN,,0.0,,0.0,,0.0
2735,P-FIN-2005,FIN,,0.0,,0.0,,0.0
2736,P-FIN-2006,FIN,,0.0,,0.0,,0.0
2737,P-FIN-2007,FIN,,0.0,,0.0,,0.0
2738,P-FIN-2008,FIN,,0.0,,0.0,,0.0
2739,P-FIN-2009,FIN,,0.0,,0.0,,0.0
2740,P-FIN-2010,FIN,,0.0,,0.0,,0.0
2741,P-FIN-2011,FIN,,0.0,,0.0,,0.0
2742,P-FIN-2012,FIN,,0.0,,0.0,,0.0
2743,P-FIN-2013,FIN,,0.0,,0.0,,0.0
2744,P-FIN-2014,FIN,,0.0,,0.0,,0.0
2745,P-FIN-2015,FIN,,0.0,,0.0,,0.0
2746,P-FIN-2016,FIN,,0.0,,0.0,,0.0
2747,P-FIN-2017,FIN,,,,,,
2748,P-FIN-2018,FIN,,,,,,
2749,P-FIN-2019,FIN,,,,,,
2750,P-FIN-2020,FIN,,,,,,
2751,P-FIN-2021,FIN,,,,,,
2752,P-FRA-1980,FRA,1.808,166.447,-1.601,81.804,105.604,28.622
2753,P-FRA-1981,FRA,1.068,168.225,-5.729,77.117,18.93,34.041
2754,P-FRA-1982,FRA,-6.833,156.73,-7.38,71.426,-9.654,30.754
2755,P-FRA-1983,FRA,-1.368,154.585,1.133,72.235,2.043,31.383
2756,P-FRA-1984,FRA,-2.247,151.112,-4.915,68.685,0.274,31.469
2757,P-FRA-1985,FRA,-7.685,139.499,-15.372,58.127,25.203,39.4
2758,P-FRA-1986,FRA,-3.407,134.747,-21.287,45.753,12.378,44.276
2759,P-FRA-1987,FRA,-9.659,121.732,-7.218,42.451,4.975,46.479
2760,P-FRA-1988,FRA,-12.583,106.414,-17.546,35.003,2.982,47.865
2761,P-FRA-1989,FRA,-2.681,103.561,-3.791,33.676,-2.899,46.478
2762,P-FRA-1990,FRA,-12.626,90.485,-3.314,32.559,-6.418,43.495
2763,P-FRA-1991,FRA,-4.525,86.391,13.077,36.817,-3.969,41.769
2764,P-FRA-1992,FRA,-7.864,79.597,-2.209,36.004,2.147,42.665
2765,P-FRA-1993,FRA,-8.049,73.191,3.605,37.302,-4.692,40.664
2766,P-FRA-1994,FRA,-11.906,64.477,3.216,38.501,1.782,41.388
2767,P-FRA-1995,FRA,-4.789,61.389,-6.178,36.123,-10.09,37.212
2768,P-FRA-1996,FRA,-0.892,60.841,-13.849,31.12,-11.732,32.846
2769,P-FRA-1997,FRA,-17.473,50.21,-11.595,27.512,-17.619,27.059
2770,P-FRA-1998,FRA,-17.215,41.566,-13.636,23.76,-10.531,24.21
2771,P-FRA-1999,FRA,-10.567,37.174,-9.161,21.583,-7.289,22.445
2772,P-FRA-2000,FRA,-31.412,25.497,-9.865,19.454,-3.907,21.568
2773,P-FRA-2001,FRA,-34.996,16.574,2.823,20.003,-3.434,20.827
2774,P-FRA-2002,FRA,-27.661,11.99,-2.471,19.509,-3.027,20.197
2775,P-FRA-2003,FRA,9.883,13.174,-13.657,16.845,-12.772,17.617
2776,P-FRA-2004,FRA,-90.783,1.214,-13.56,14.561,-3.196,17.054
2777,P-FRA-2005,FRA,-100.0,0.0,-19.248,11.758,-13.125,14.816
2778,P-FRA-2006,FRA,,0.0,10.316,12.971,-5.652,13.979
2779,P-FRA-2007,FRA,,0.0,-10.988,11.546,-7.476,12.934
2780,P-FRA-2008,FRA,,0.0,-13.164,10.026,-1.361,12.758
2781,P-FRA-2009,FRA,,0.0,-4.893,9.535,-6.919,11.875
2782,P-FRA-2010,FRA,,0.0,-15.446,8.062,-0.348,11.834
2783,P-FRA-2011,FRA,,0.0,-17.361,6.663,-1.353,11.673
2784,P-FRA-2012,FRA,,0.0,-12.376,5.838,-8.248,10.711
2785,P-FRA-2013,FRA,,0.0,-35.904,3.742,-1.732,10.525
2786,P-FRA-2014,FRA,,0.0,-94.74,0.197,-3.975,10.107
2787,P-FRA-2015,FRA,,0.0,25.719,0.247,5.508,10.664
2788,P-FRA-2016,FRA,,0.0,-4.762,0.236,-1.222,10.533
2789,P-FRA-2017,FRA,,,,,,
2790,P-FRA-2018,FRA,,,,,,
2791,P-FRA-2019,FRA,,,,,,
2792,P-FRA-2020,FRA,,,,,,
2793,P-FRA-2021,FRA,,,,,,
2794,P-GUF-1980,GUF,,0.0,,0.0,,0.0
2795,P-GUF-1981,GUF,,0.0,,0.0,,0.0
2796,P-GUF-1982,GUF,,0.0,,0.0,,0.0
2797,P-GUF-1983,GUF,,0.0,,0.0,,0.0
2798,P-GUF-1984,GUF,,0.0,,0.0,,0.0
2799,P-GUF-1985,GUF,,0.0,,0.0,,0.0
2800,P-GUF-1986,GUF,,0.0,,0.0,,0.0
2801,P-GUF-1987,GUF,,0.0,,0.0,,0.0
2802,P-GUF-1988,GUF,,0.0,,0.0,,0.0
2803,P-GUF-1989,GUF,,0.0,,0.0,,0.0
2804,P-GUF-1990,GUF,,0.0,,0.0,,0.0
2805,P-GUF-1991,GUF,,0.0,,0.0,,0.0
2806,P-GUF-1992,GUF,,0.0,,0.0,,0.0
2807,P-GUF-1993,GUF,,0.0,,0.0,,0.0
2808,P-GUF-1994,GUF,,0.0,,0.0,,0.0
2809,P-GUF-1995,GUF,,0.0,,0.0,,0.0
2810,P-GUF-1996,GUF,,0.0,,0.0,,0.0
2811,P-GUF-1997,GUF,,0.0,,0.0,,0.0
2812,P-GUF-1998,GUF,,0.0,,0.0,,0.0
2813,P-GUF-1999,GUF,,0.0,,0.0,,0.0
2814,P-GUF-2000,GUF,,0.0,,0.0,,0.0
2815,P-GUF-2001,GUF,,0.0,,0.0,,0.0
2816,P-GUF-2002,GUF,,0.0,,0.0,,0.0
2817,P-GUF-2003,GUF,,0.0,,0.0,,0.0
2818,P-GUF-2004,GUF,,0.0,,0.0,,0.0
2819,P-GUF-2005,GUF,,0.0,,0.0,,0.0
2820,P-GUF-2006,GUF,,0.0,,0.0,,0.0
2821,P-GUF-2007,GUF,,0.0,,0.0,,0.0
2822,P-GUF-2008,GUF,,0.0,,0.0,,0.0
2823,P-GUF-2009,GUF,,0.0,,0.0,,0.0
2824,P-GUF-2010,GUF,,0.0,,0.0,,0.0
2825,P-GUF-2011,GUF,,0.0,,0.0,,0.0
2826,P-GUF-2012,GUF,,0.0,,0.0,,0.0
2827,P-GUF-2013,GUF,,0.0,,0.0,,0.0
2828,P-GUF-2014,GUF,,0.0,,0.0,,0.0
2829,P-GUF-2015,GUF,,0.0,,0.0,,0.0
2830,P-GUF-2016,GUF,,0.0,,0.0,,0.0
2831,P-GUF-2017,GUF,,,,,,
2832,P-GUF-2018,GUF,,,,,,
2833,P-GUF-2019,GUF,,,,,,
2834,P-GUF-2020,GUF,,,,,,
2835,P-PYF-1980,PYF,,0.0,,0.0,,0.0
2836,P-PYF-1981,PYF,,0.0,,0.0,,0.0
2837,P-PYF-1982,PYF,,0.0,,0.0,,0.0
2838,P-PYF-1983,PYF,,0.0,,0.0,,0.0
2839,P-PYF-1984,PYF,,0.0,,0.0,,0.0
2840,P-PYF-1985,PYF,,0.0,,0.0,,0.0
2841,P-PYF-1986,PYF,,0.0,,0.0,,0.0
2842,P-PYF-1987,PYF,,0.0,,0.0,,0.0
2843,P-PYF-1988,PYF,,0.0,,0.0,,0.0
2844,P-PYF-1989,PYF,,0.0,,0.0,,0.0
2845,P-PYF-1990,PYF,,0.0,,0.0,,0.0
2846,P-PYF-1991,PYF,,0.0,,0.0,,0.0
2847,P-PYF-1992,PYF,,0.0,,0.0,,0.0
2848,P-PYF-1993,PYF,,0.0,,0.0,,0.0
2849,P-PYF-1994,PYF,,0.0,,0.0,,0.0
2850,P-PYF-1995,PYF,,0.0,,0.0,,0.0
2851,P-PYF-1996,PYF,,0.0,,0.0,,0.0
2852,P-PYF-1997,PYF,,0.0,,0.0,,0.0
2853,P-PYF-1998,PYF,,0.0,,0.0,,0.0
2854,P-PYF-1999,PYF,,0.0,,0.0,,0.0
2855,P-PYF-2000,PYF,,0.0,,0.0,,0.0
2856,P-PYF-2001,PYF,,0.0,,0.0,,0.0
2857,P-PYF-2002,PYF,,0.0,,0.0,,0.0
2858,P-PYF-2003,PYF,,0.0,,0.0,,0.0
2859,P-PYF-2004,PYF,,0.0,,0.0,,0.0
2860,P-PYF-2005,PYF,,0.0,,0.0,,0.0
2861,P-PYF-2006,PYF,,0.0,,0.0,,0.0
2862,P-PYF-2007,PYF,,0.0,,0.0,,0.0
2863,P-PYF-2008,PYF,,0.0,,0.0,,0.0
2864,P-PYF-2009,PYF,,0.0,,0.0,,0.0
2865,P-PYF-2010,PYF,,0.0,,0.0,,0.0
2866,P-PYF-2011,PYF,,0.0,,0.0,,0.0
2867,P-PYF-2012,PYF,,0.0,,0.0,,0.0
2868,P-PYF-2013,PYF,,0.0,,0.0,,0.0
2869,P-PYF-2014,PYF,,0.0,,0.0,,0.0
2870,P-PYF-2015,PYF,,0.0,,0.0,,0.0
2871,P-PYF-2016,PYF,,0.0,,0.0,,0.0
2872,P-PYF-2017,PYF,,,,,,
2873,P-PYF-2018,PYF,,,,,,
2874,P-PYF-2019,PYF,,,,,,
2875,P-PYF-2020,PYF,,,,,,
2876,P-GAB-1980,GAB,,0.0,,0.768,-9.216,103.449
2877,P-GAB-1981,GAB,,0.0,-16.0,0.645,-13.974,88.993
2878,P-GAB-1982,GAB,,0.0,-4.762,0.614,1.83,90.621
2879,P-GAB-1983,GAB,,0.0,165.0,1.628,0.988,91.516
2880,P-GAB-1984,GAB,,0.0,0.0,1.628,10.942,101.53
2881,P-GAB-1985,GAB,,0.0,-62.264,0.614,-1.191,100.32
2882,P-GAB-1986,GAB,,0.0,-50.0,0.307,-3.837,96.471
2883,P-GAB-1987,GAB,,0.0,310.0,1.259,-6.823,89.888
2884,P-GAB-1988,GAB,,0.0,-14.634,1.075,15.047,103.414
2885,P-GAB-1989,GAB,,0.0,-8.571,0.983,15.013,118.94
2886,P-GAB-1990,GAB,,0.0,-6.25,0.921,31.935,156.924
2887,P-GAB-1991,GAB,,0.0,18.286,1.09,9.005,171.054
2888,P-GAB-1992,GAB,,0.0,-0.482,1.085,-1.741,168.077
2889,P-GAB-1993,GAB,,0.0,0.0,1.085,5.335,177.043
2890,P-GAB-1994,GAB,,0.0,-0.042,1.084,10.602,195.814
2891,P-GAB-1995,GAB,,0.0,0.0,1.084,5.458,206.502
2892,P-GAB-1996,GAB,,0.0,0.042,1.085,2.782,212.247
2893,P-GAB-1997,GAB,,0.0,0.0,1.085,-0.307,211.596
2894,P-GAB-1998,GAB,,0.0,0.0,1.085,-7.398,195.942
2895,P-GAB-1999,GAB,,0.0,0.0,1.085,0.754,197.419
2896,P-GAB-2000,GAB,,0.0,-20.0,0.868,-18.593,160.714
2897,P-GAB-2001,GAB,,0.0,0.0,0.868,-5.332,152.145
2898,P-GAB-2002,GAB,,0.0,12.5,0.976,-2.29,148.66
2899,P-GAB-2003,GAB,,0.0,0.0,0.976,7.031,159.113
2900,P-GAB-2004,GAB,,0.0,11.111,1.085,-0.092,158.967
2901,P-GAB-2005,GAB,,0.0,0.0,1.085,-1.249,156.982
2902,P-GAB-2006,GAB,,0.0,0.0,1.085,-10.502,140.496
2903,P-GAB-2007,GAB,,0.0,-20.0,0.868,1.494,142.595
2904,P-GAB-2008,GAB,,0.0,0.0,0.868,-2.169,139.503
2905,P-GAB-2009,GAB,,0.0,0.0,0.868,0.321,139.95
2906,P-GAB-2010,GAB,,0.0,0.0,0.868,-3.239,135.417
2907,P-GAB-2011,GAB,,0.0,-12.5,0.759,1.324,137.21
2908,P-GAB-2012,GAB,,0.0,450.0,4.176,-6.149,128.773
2909,P-GAB-2013,GAB,,0.0,-17.403,3.449,-3.765,123.925
2910,P-GAB-2014,GAB,,0.0,32.075,4.555,-1.171,122.473
2911,P-GAB-2015,GAB,,0.0,-10.0,4.1,1.249,124.004
2912,P-GAB-2016,GAB,,0.0,0.265,4.111,3.616,128.488
2913,P-GAB-2017,GAB,,,0.0,,-5.06,121.986
2914,P-GAB-2018,GAB,,,0.0,,-7.911,112.336
2915,P-GAB-2019,GAB,,,0.0,,12.605,126.495
2916,P-GAB-2020,GAB,,,0.0,,-4.519,120.779
2917,P-GAB-2021,GAB,,,0.0,,-12.975,105.108
2918,P-GMB-1980,GMB,,0.0,,0.0,,0.0
2919,P-GMB-1981,GMB,,0.0,,0.0,,0.0
2920,P-GMB-1982,GMB,,0.0,,0.0,,0.0
2921,P-GMB-1983,GMB,,0.0,,0.0,,0.0
2922,P-GMB-1984,GMB,,0.0,,0.0,,0.0
2923,P-GMB-1985,GMB,,0.0,,0.0,,0.0
2924,P-GMB-1986,GMB,,0.0,,0.0,,0.0
2925,P-GMB-1987,GMB,,0.0,,0.0,,0.0
2926,P-GMB-1988,GMB,,0.0,,0.0,,0.0
2927,P-GMB-1989,GMB,,0.0,,0.0,,0.0
2928,P-GMB-1990,GMB,,0.0,,0.0,,0.0
2929,P-GMB-1991,GMB,,0.0,,0.0,,0.0
2930,P-GMB-1992,GMB,,0.0,,0.0,,0.0
2931,P-GMB-1993,GMB,,0.0,,0.0,,0.0
2932,P-GMB-1994,GMB,,0.0,,0.0,,0.0
