,id_planta,id_pais,id_tipo_planta,nombre,combustible_primario,capacidad_mw,latitud,longitud
17273,17273,GBR,LC,Far Old Park Farm Wind Farm,Wind,4.6,54.1839,-3.1814
17274,17274,GBR,LC,Farington Waste Recovery Park (Waste AD),Biomass,1.9,53.703,-2.7373
17275,17275,GBR,LC,Farnham Landfill,Waste,2.4,51.1956,-0.8279
17276,17276,GBR,LC,Farr,Wind,92.0,57.3339,-4.103
17277,17277,GBR,LC,Fasnakyle Compensation Set,Hydro,7.5,57.3272,-4.7946
17278,17278,GBR,LC,Fawley Waste to Energy Plant,Waste,8.6,50.8485,-1.3796
17279,17279,GBR,LC,Felinfach,Biomass,3.2,52.1972,-4.1689
17280,17280,GBR,LC,Fell View,Solar,4.258,53.7918,-2.6203
17281,17281,GBR,LC,Fell View Farm (Phase 2),Solar,2.9,53.7915,-2.6236
17282,17282,GBR,LC,Fen Farm,Wind,16.0,53.4233,0.069
17283,17283,GBR,LC,Fen Farm Solar Park,Solar,1.0,53.4233,0.069
17284,17284,GBR,LC,Fen Road Solar Farm,Solar,1.441,52.9658,-0.0717
17285,17285,GBR,LC,Fenland Farm,Solar,18.4,52.312,0.222
17286,17286,GBR,LC,Fenmarc Fenland AD Plant (Waste AD),Biomass,1.5,52.568,0.0621
17287,17287,GBR,LC,Fenton Home Farm,Solar,31.3,51.8195,-4.9189
17288,17288,GBR,LC,Fernbrook AD Plant (Waste AD),Biomass,1.5,52.4119,-0.7662
17289,17289,GBR,LC,Ferneylea Farm,Wind,1.5,55.9148,-2.4178
17290,17290,GBR,LC,Ferrybridge Multi-fuel,Biomass,79.0,53.7164,-1.2819
17291,17291,GBR,LC,Fferm Bryn Bachau,Solar,4.4,52.9075,-4.334
17292,17292,GBR,LC,Ffestiniog,Hydro,360.0,52.9807,-3.9686
17293,17293,GBR,LC,Fforch Nest Wind Farm pt1,Wind,10.0,51.611,-3.4947
17294,17294,GBR,LC,Fforch Nest Wind Farm pt2,Wind,17.5,51.6065,-3.496
17295,17295,GBR,LC,Ffos Las,Solar,4.9968,51.725,-4.2386
17296,17296,GBR,LC,Ffynnon Oer,Wind,32.0,51.683,-3.6287
17297,17297,GBR,LC,Fibrepower  Slough,Waste,50.0,51.5244,-0.6277
17298,17298,GBR,LC,Field House Solar / Hursley Road,Solar,7.0,51.0087,-1.3915
17299,17299,GBR,LC,Fields Farm (Agden),Solar,4.997475,52.9957,-2.7248
17300,17300,GBR,LC,Fieldscale,Solar,10.6,50.6772,-1.2454
17301,17301,GBR,LC,Finlarig,Hydro,16.5,56.2441,-4.2164
17302,17302,GBR,LC,Fiskerton Solar Farm,Solar,13.04248,53.2439,-0.4287
17303,17303,GBR,LC,Five Oaks,Solar,4.8,51.055,-0.441
17304,17304,GBR,LC,Fleetwood Water Treatment Works,Solar,1.3,53.9091,-3.0187
17305,17305,GBR,LC,Flimby,Wind,6.15,54.6871,-3.514
17306,17306,GBR,LC,Flint Landfill Site Castle Park,Solar,2.0,53.256,-3.1392
17307,17307,GBR,LC,Flixborough Industrial Estate,Solar,5.0,53.6201,-0.6947
17308,17308,GBR,LC,Flotta,Wind,1.8,58.8412,-3.0973
17309,17309,GBR,LC,Folly Farm,Solar,13.1,51.8395,-0.7395
17310,17310,GBR,LC,Folly Lane,Waste,1.0,52.7227,0.9224
17311,17311,GBR,LC,Ford Farm (Ashurst),Solar,10.0,50.9428,-0.3223
17312,17312,GBR,LC,Ford Farm Solar Farm,Solar,5.0,50.4796,-4.3783
17313,17313,GBR,LC,Ford Motor Company Ltd (Extension),Wind,2.0,51.5287,0.1504
17314,17314,GBR,LC,Forest Farm,Solar,3.0,50.9429,-1.2027
17315,17315,GBR,LC,Forest Heath Solar Farm,Solar,5.0,52.2794,0.3914
17316,17316,GBR,LC,Former Maghaberry Airfield,Solar,25.7,54.5058,-6.1863
17317,17317,GBR,LC,Former Pluckley Landfill Site,Waste,1.0,51.1772,0.7553
17318,17318,GBR,LC,Former Westhampnett Landfill,Solar,7.5,50.8474,-0.7433
17319,17319,GBR,LC,Forss,Wind,2.0,58.5927,-3.5259
17320,17320,GBR,LC,Forss Extension,Wind,5.2,58.5927,-3.5259
17321,17321,GBR,LC,Foston,Solar,13.6,52.9961,-0.5975
17322,17322,GBR,LC,Four Ashes EfW,Waste,23.0,52.674,-2.1177
17323,17323,GBR,LC,Four Burrows,Solar,6.3,50.29,-5.146
17324,17324,GBR,LC,Four Burrows,Wind,4.5,50.3039,-5.1414
17325,17325,GBR,LC,Four Burrows Farm  (Extension 2),Solar,6.3,50.2917,-5.1392
17326,17326,GBR,LC,Four Burrows Solar farm (Extension 1),Solar,1.5,50.3039,-5.1383
17327,17327,GBR,LC,Four Burrows Wind Farm,Wind,4.5,50.2889,-5.1374
17328,17328,GBR,LC,Foxburrow Farm,Solar,8.0,52.0467,1.2846
17329,17329,GBR,LC,Foxcombe Farm Solar Park,Solar,5.0,50.8024,-4.2937
17330,17330,GBR,LC,Foxhall Landfill Site,Waste,1.2,52.0491,1.2639
17331,17331,GBR,LC,Foyers,Hydro,300.0,57.2618,-4.4835
17332,17332,GBR,LC,Foyers Falls,Hydro,5.0,57.2461,-4.4901
17333,17333,GBR,LC,Fraisthorpe Wind Farm,Wind,29.7,54.0479,-0.2307
17334,17334,GBR,LC,Francis Court,Solar,4.224,50.7668,-3.4657
17335,17335,GBR,LC,Freasdail Wind Farm,Wind,22.5,55.777,-5.4706
17336,17336,GBR,LC,French Farm,Wind,4.025,52.6635,-0.1043
17337,17337,GBR,LC,Frodsham Wind Farm Ltd,Wind,50.4,53.3006,-2.7689
17338,17338,GBR,LC,Frog's Loke Solar Farm,Solar,5.0,52.7984,1.3979
17339,17339,GBR,LC,Frome St Quintin,Solar,4.1,50.83,-2.561
17340,17340,GBR,LC,Frying Down Copse Solar Farm,Solar,5.0,51.2142,-1.0694
17341,17341,GBR,LC,Fullabrook Down Wind Farm,Wind,66.0,51.1569,-4.1027
17342,17342,GBR,LC,Fullenton Solar Farm,Solar,4.2,51.1558,-1.4581
17343,17343,GBR,LC,Furness Wind Farm/High Winds (Harlock Repowering),Wind,11.5,54.2091,-3.1476
17344,17344,GBR,LC,G24 Innovations Turbine,Wind,2.3,51.5067,-3.1042
17345,17345,GBR,LC,GDL Wymeswold Solar Farm/land off the A6006,Solar,6.1,52.8095,-1.0875
17346,17346,GBR,LC,Gairnieston Farm,Wind,2.3,57.5936,-2.424
17347,17347,GBR,LC,Galawhistle,Wind,66.0,55.5396,-3.9754
17348,17348,GBR,LC,Galloper Wind Farm,Wind,353.0,51.88,2.04
17349,17349,GBR,LC,Gallowhill,Wind,1.8,59.2766,-2.9822
17350,17350,GBR,LC,Gallymoor Landfill,Waste,2.9,53.8459,-0.7262
17351,17351,GBR,LC,Galsworthy,Wind,9.2,50.9187,-4.2715
17352,17352,GBR,LC,Galton Manor Solar Park,Solar,5.0,50.6699,-2.3064
17353,17353,GBR,LC,Garbhaig Hydro Scheme,Hydro,2.0,57.6813,-5.5196
17354,17354,GBR,LC,Garlaff Landfill,Waste,1.3,55.4297,-4.3041
17355,17355,GBR,LC,Garlaff Landfill (Extension),Waste,3.0,55.4297,-4.3041
17356,17356,GBR,LC,Garlenick,Wind,4.0,50.3069,-4.8851
17357,17357,GBR,LC,Garn Solar Farm,Solar,7.4,51.4537,-3.3886
17358,17358,GBR,LC,Garreg Lwyd,Wind,34.0,52.4131,-3.2841
17359,17359,GBR,LC,Garrogie,Hydro,2.4,57.1859,-4.4818
17360,17360,GBR,LC,Garves Mountain Farm,Wind,15.0,55.0018,-6.5649
17361,17361,GBR,LC,Garvinack Farm Solar Park,Solar,7.0,50.2897,-5.1207
17362,17362,GBR,LC,Gaultney Solar Park,Solar,20.5,52.4488,-0.7982
17363,17363,GBR,LC,Gaur,Hydro,7.9,56.6785,-4.5085
17364,17364,GBR,LC,Gawcott Fields Farm,Solar,9.2,51.9885,-1.005
17365,17365,GBR,LC,Gawnsmoss Cluster,Wind,2.4,57.6223,-2.613
17366,17366,GBR,LC,Gayton Le Marsh Wind Farm,Wind,16.4,53.3626,0.166
17367,17367,GBR,LC,Gedling,Solar,5.7408,52.9902,-1.083
17368,17368,GBR,LC,Gedney Marsh,Wind,12.0,52.8362,0.1068
17369,17369,GBR,LC,Gelli Gron,Solar,3.596985,52.9348,-4.354
17370,17370,GBR,LC,Gelliargwellt Uchaf Farm AD,Biomass,1.4,51.6645,-3.2693
17371,17371,GBR,LC,Ghuilbinn Hydro Scheme,Hydro,2.0,56.8878,-4.5765
17372,17372,GBR,LC,Gib Lane (Aston Clinton solar park),Solar,24.2,51.8106,-0.7338
17373,17373,GBR,LC,Gib Lane Solar farm (Extension),Solar,5.0,51.8274,-0.7363
17374,17374,GBR,LC,Gilford Road,Solar,1.3,54.4105,-6.4131
17375,17375,GBR,LC,Glanford,Biomass,14.0,53.5411,-0.5056
17376,17376,GBR,LC,Glapwell,Waste,1.2,53.1999,-1.3099
17377,17377,GBR,LC,Glapwell Power,Waste,2.0,53.1963,-1.3099
17378,17378,GBR,LC,Glasgow Renewable Energy and Recycling Centre (Waste AD),Biomass,5.0,55.834,-4.2447
17379,17379,GBR,LC,Glass Moor,Wind,16.0,52.5186,-0.1088
17380,17380,GBR,LC,Glass Moor 2,Wind,12.0,52.5186,-0.1088
17381,17381,GBR,LC,GlaxoSmithKline (Waste AD),Biomass,1.0,55.5945,-4.6302
17382,17382,GBR,LC,GlaxoSmithKline Wind Project,Wind,7.5,55.5979,-4.6339
17383,17383,GBR,LC,GlaxoSmithKline Wind Project (Turbine 4),Wind,2.5,55.5929,-4.6182
17384,17384,GBR,LC,Glebe,Solar,26.0,52.251,-0.586
17385,17385,GBR,LC,Glebe Farm Solar Energy Park,Solar,15.0,52.2526,-0.5893
17386,17386,GBR,LC,Glen App,Wind,22.0,55.0007,-4.9897
17387,17387,GBR,LC,Glen Fyne 'Merk' Hydro,Hydro,1.0,56.238,-5.0681
17388,17388,GBR,LC,Glenbuck,Wind,9.2,55.0101,-6.4124
17389,17389,GBR,LC,Glenbuck II,Wind,6.9,55.0101,-6.4124
17390,17390,GBR,LC,Glenchamber,Wind,27.5,54.9634,-4.7543
17391,17391,GBR,LC,Glenconway,Wind,18.4,54.976,-7.0296
17392,17392,GBR,LC,Glenconway 2 (formerly Altahullion Phase III),Wind,27.6,54.9705,-7.0348
17393,17393,GBR,LC,Glendoe,Hydro,100.0,57.1437,-4.6592
17394,17394,GBR,LC,Glenfiddich Distillery,Biomass,1.5,57.4549,-3.123
17395,17395,GBR,LC,Glenkerie,Wind,22.0,55.5385,-3.4205
17396,17396,GBR,LC,Glenlee,Hydro,24.0,54.941,-3.9278
17397,17397,GBR,LC,Glenmoriston,Hydro,37.0,57.1971,-4.8694
17398,17398,GBR,LC,Glens of Foudland,Wind,26.0,57.4253,-2.6361
17399,17399,GBR,LC,Glenurquhart and Strathglass Wind Farm project,Wind,10.0,57.2791,-4.7511
17400,17400,GBR,LC,Goathill Quarry Turbine,Wind,2.0,56.0864,-3.3203
17401,17401,GBR,LC,Godley Water Treatment Works,Solar,3.0,53.4551,-2.0585
17402,17402,GBR,LC,Godmanchester,Waste,3.0,52.3227,-0.1571
17403,17403,GBR,LC,Golden Hill,Solar,6.2,51.6849,-4.9078
17404,17404,GBR,LC,Goldenhaye Field Solar Farm,Solar,2.0,50.8739,-2.9058
17405,17405,GBR,LC,Goldthorpe,Solar,1.5,53.5295,-1.3165
17406,17406,GBR,LC,Goole Fields,Wind,33.0,53.6659,-0.8893
17407,17407,GBR,LC,Goole Fields 2,Wind,34.85,53.6768,-0.8868
17408,17408,GBR,LC,Goonabarn Farm Wind Turbines,Wind,1.0,50.3497,-4.9606
17409,17409,GBR,LC,Goonhilly Downs Wind Farm,Wind,12.09,50.0504,-5.2002
17410,17410,GBR,LC,Goonhilly Solar,Solar,4.51,50.0465,-5.218
17411,17411,GBR,LC,Goose Willow,Solar,14.1,51.636,-1.355
17412,17412,GBR,LC,Goose Willow Farm,Solar,11.5,51.6359,-1.3569
17413,17413,GBR,LC,Goose Willow Farm - extension,Solar,7.0,51.633,-1.3488
17414,17414,GBR,LC,Goosey Lodge Industrial Estate,Biomass,16.0,52.0207,-0.5994
17415,17415,GBR,LC,Gordonbush,Wind,70.0,58.0595,-3.9591
17416,17416,GBR,LC,Gordonstown,Wind,12.5,57.4619,-2.4828
17417,17417,GBR,LC,Gore Cross - AD,Biomass,2.2,50.6756,-1.2524
17418,17418,GBR,LC,Gortahurk Road,Biomass,1.5,54.2195,-7.5402
17419,17419,GBR,LC,Gortfinbar,Wind,15.0,54.544,-7.0197
17420,17420,GBR,LC,Gosfield Airfield,Solar,12.6,51.9558,0.5797
17421,17421,GBR,LC,Gover Farm Solar Park,Solar,8.0,50.2887,-5.1967
17422,17422,GBR,LC,Gowy Landfill Site,Waste,1.6,53.2376,-2.8315
17423,17423,GBR,LC,Gowy Landfill Site  Cheshire (Extension),Waste,6.0,53.2376,-2.8315
17424,17424,GBR,LC,Grain Harvesters Ltd,Solar,1.0,51.2667,1.2312
17425,17425,GBR,LC,Grange,Wind,14.0,52.7506,0.1662
17426,17426,GBR,LC,Grange Farm,Solar,5.80219,50.711,-4.4233
17427,17427,GBR,LC,Grange Farm,Solar,6.0,50.7131,-1.26
17428,17428,GBR,LC,Grange Farm (Avon),Solar,21.0,51.5397,-2.5227
17429,17429,GBR,LC,Grange Farm (Lincolnshire),Solar,12.7,52.746,0.0509
17430,17430,GBR,LC,Grange Farm Solar Farm,Solar,4.9,51.0059,-3.2219
17431,17431,GBR,LC,Grange Resubmission,Wind,12.3,53.6379,-0.7001
17432,17432,GBR,LC,Grange Solar Farm,Solar,4.6,53.0282,-0.8145
17433,17433,GBR,LC,Granox Biogas Plant,Biomass,5.0,53.3525,-2.7467
17434,17434,GBR,LC,Grantham Solar Park,Solar,4.87872,52.9712,-0.7225
17435,17435,GBR,LC,Granville Ecopark,Biomass,3.0,54.491,-6.8121
17436,17436,GBR,LC,Granville Landfill Site,Waste,1.4,52.705,-2.4084
17437,17437,GBR,LC,Granville Road Solar Farm,Solar,5.0,52.7091,-2.4123
17438,17438,GBR,LC,Gravel Pit Farm (Resubmission),Biomass,1.0,54.02,-0.9579
17439,17439,GBR,LC,Gravel Works  Wasing Estate,Solar,5.0,51.3797,-1.1932
17440,17440,GBR,LC,Great Blakenham EfW,Waste,20.0,52.1039,1.0984
17441,17441,GBR,LC,Great Eppleton (ex NFFO),Wind,4.1,54.8273,-1.4272
17442,17442,GBR,LC,Great Eppleton RO,Wind,4.1,54.8273,-1.4272
17443,17443,GBR,LC,Great Glen Scheme,Hydro,36.0,57.2016,-4.7213
17444,17444,GBR,LC,Great Hele Farm AD farm waste,Biomass,1.3,51.0051,-3.8238
17445,17445,GBR,LC,Great Houndbeare Farm,Solar,10.0,50.7326,-3.3512
17446,17446,GBR,LC,Great Knowles,Solar,2.915,50.8042,-4.3769
17447,17447,GBR,LC,Great Orton,Wind,3.96,54.8706,-3.072
17448,17448,GBR,LC,Great Orton,Wind,4.0,54.8715,-3.0767
17449,17449,GBR,LC,Great Seabrook Farm,Solar,5.0,51.8502,-0.6484
17450,17450,GBR,LC,Great Wilbraham Solar Farm,Solar,38.1,52.1845,0.2699
17451,17451,GBR,LC,Greater Gabbard,Wind,504.0,51.9176,1.9284
17452,17452,GBR,LC,Greatmoor EfW,Waste,22.0,51.9143,-0.9989
17453,17453,GBR,LC,Greaves Solar Farm,Solar,5.0,54.2859,-2.6851
17454,17454,GBR,LC,Green Croft Solar Farm,Solar,5.0,54.8476,-1.7367
17455,17455,GBR,LC,Green Farm (resubmission),Solar,5.0,51.9119,1.1535
17456,17456,GBR,LC,Green Knowes,Wind,27.0,56.2492,-3.6663
17457,17457,GBR,LC,Green Rigg,Wind,36.0,55.1323,-2.127
17458,17458,GBR,LC,Green Waste Composting Facility (Waste AD),Biomass,1.2,51.2168,-1.0653
17459,17459,GBR,LC,Green's Lodge Farm,Biomass,2.0,52.724,-1.3125
17460,17460,GBR,LC,GreenPark,Wind,2.0,51.419,-0.9855
17461,17461,GBR,LC,Greencroft Estate Turbines,Wind,4.0,54.8497,-1.7487
17462,17462,GBR,LC,Greendykeside,Wind,4.0,55.912,-3.9032
17463,17463,GBR,LC,Greengairs Landfill Scheme Phase I,Waste,1.9,55.8152,-3.9405
17464,17464,GBR,LC,Greengairs Landfill Scheme Phase II,Waste,1.9,55.905,-3.945
17465,17465,GBR,LC,Greengairs Landfill Scheme Phase III,Waste,2.0,55.905,-3.945
17466,17466,GBR,LC,Greengairs Landfill Scheme Phase IV,Waste,2.0,55.905,-3.945
17467,17467,GBR,LC,Greengairs Landfill Scheme Phase V,Waste,2.2,55.905,-3.945
17468,17468,GBR,LC,Greengairs Landfill Scheme Phase VI,Waste,2.2,55.905,-3.945
17469,17469,GBR,LC,Greenhill Anaerobic Digestion Plant,Biomass,1.0,50.7219,-1.2896
17470,17470,GBR,LC,Greenhill Croft,Wind,4.6,57.5946,-2.2011
17471,17471,GBR,LC,Greenoakhill,Waste,3.9,55.839,-4.1318
17472,17472,GBR,LC,Greenvale AP Wind Turbine - resubmission,Wind,1.5,52.5207,-0.0046
17473,17473,GBR,LC,Gremista Wind Farm,Wind,3.0,60.1924,-1.1671
17474,17474,GBR,LC,Griffin,Wind,188.6,56.5812,-3.7338
17475,17475,GBR,LC,Grove Farm (solar),Solar,3.5,51.0766,-3.2622
17476,17476,GBR,LC,Grove Solar Park (Phase 1),Solar,5.0,50.9636,-1.479
17477,17477,GBR,LC,Grove Solar Park (Phase 2),Solar,11.0,50.9636,-1.479
17478,17478,GBR,LC,Grudie,Hydro,2.0,57.6499,-5.4127
17479,17479,GBR,LC,Gruig,Wind,25.0,55.0188,-6.2857
17480,17480,GBR,LC,Gunfleet Sands 1,Wind,108.0,51.7308,1.218
17481,17481,GBR,LC,Gunfleet Sands 2,Wind,65.0,51.7272,1.2459
17482,17482,GBR,LC,Gunfleet Sands 3,Wind,12.0,51.703,1.1919
17483,17483,GBR,LC,Gwynt y Mor,Wind,576.0,53.454,-3.6266
17484,17484,GBR,LC,Gypsom Solar Farm,Solar,5.0,52.7397,-1.1161
17485,17485,GBR,LC,HENDRA HOLIDAY PARK SOLAR FARM,Solar,1.2,50.3996,-5.0556
17486,17486,GBR,LC,Haddo,Wind,4.6,57.4287,-2.3076
17487,17487,GBR,LC,Hadley Farm,Solar,4.99698,52.9609,-2.7241
17488,17488,GBR,LC,Hadley Farm (Orta Membury Solar Farm),Solar,17.0,51.4806,-1.564
17489,17489,GBR,LC,Hadlow Solar Park,Solar,18.92176,51.1869,0.3409
17490,17490,GBR,LC,Hadyard Hill,Wind,119.6,55.2568,-4.7319
17491,17491,GBR,LC,Hafod-Y-Dafal Farm,Solar,14.0,51.7258,-3.1582
17492,17492,GBR,LC,Hafoty Ucha '2' and '3' Wind Turbine,Wind,2.6,52.9962,-3.5883
17493,17493,GBR,LC,Hagshaw Hill (S15) Wind Farm  Lanarkshire,Wind,7.8,55.5554,-3.9203
17494,17494,GBR,LC,Hagshaw Hill 1,Wind,15.6,55.5553,-3.9201
17495,17495,GBR,LC,Hagshaw Hill 2,Wind,26.0,55.5666,-3.9203
17496,17496,GBR,LC,Haigh Hall Solar Farm (Resubmission),Solar,5.0,53.7119,-1.5715
17497,17497,GBR,LC,Hale Farm Solar,Solar,12.23156,50.7784,-1.864
17498,17498,GBR,LC,Halifax Farm,Wind,1.6,52.6398,-1.3252
17499,17499,GBR,LC,Hall Farm,Solar,5.1,52.0529,-1.1533
17500,17500,GBR,LC,Hall Farm  East Beckham,Solar,10.2,52.9134,1.1868
17501,17501,GBR,LC,Hall Farm Routh,Wind,24.6,53.8737,-0.3609
17502,17502,GBR,LC,Hall Farm Solar Farm (Newbold Verdon),Solar,5.0,52.6303,-1.3482
17503,17503,GBR,LC,Hallburn Farm (resubmission),Wind,13.2,55.0096,-2.9153
17504,17504,GBR,LC,Halsary Wind Farm,Wind,34.0,58.4309,-3.4444
17505,17505,GBR,LC,Halse Farm,Solar,8.2,51.0517,-3.2126
17506,17506,GBR,LC,Halstead Renewable Power Project (Waste AD),Biomass,2.0,51.9421,0.6578
17507,17507,GBR,LC,Hameldon Hill Extension,Wind,6.0,53.771,-2.3062
17508,17508,GBR,LC,Hammar's Hill,Wind,4.3,59.0957,-3.0727
17509,17509,GBR,LC,Hammerfest (EMEC),Wave and Tidal,1.0,58.9628,-3.4937
17510,17510,GBR,LC,Hammond Court Farm,Solar,15.0,51.5389,-2.5314
17511,17511,GBR,LC,Hampole Wind Farm,Wind,8.0,53.5766,-1.255
17512,17512,GBR,LC,Hamptworth,Solar,4.2,50.966,-1.675
17513,17513,GBR,LC,Handley Park - resubmission,Solar,5.0,52.1079,-1.0207
17514,17514,GBR,LC,Harbour Road,Biomass,2.6,55.5471,-4.6814
17515,17515,GBR,LC,Harburnhead Wind Farm,Wind,51.7,55.8087,-3.5322
17516,17516,GBR,LC,Hardingham Solar Farm,Solar,14.8,52.6041,1.0351
17517,17517,GBR,LC,Hardingham Solar Farm - extension,Solar,5.2,52.6032,1.0304
17518,17518,GBR,LC,Hare Hill,Wind,13.2,55.3628,-4.1263
17519,17519,GBR,LC,Hare Hill (B),Wind,2.7,54.7616,-1.4151
17520,17520,GBR,LC,Hare Hill 2,Wind,16.15,55.3628,-4.1263
17521,17521,GBR,LC,Hare Hill RO,Wind,2.75,54.7616,-1.4151
17522,17522,GBR,LC,Harestanes,Wind,136.0,55.239,-3.5742
17523,17523,GBR,LC,Harewood Whin Landfill Site,Waste,2.4,53.9576,-1.1724
17524,17524,GBR,LC,Harlock Hill Wind Farm,Wind,2.5,54.2049,-3.1467
17525,17525,GBR,LC,Harn Hill Quarry Landfill Site,Waste,2.6,51.5894,-2.5932
17526,17526,GBR,LC,Hartlepool,Nuclear,1180.0,54.6341,-1.1801
17527,17527,GBR,LC,Hatch Penn Farm PV,Solar,1.0,52.0212,-0.0136
17528,17528,GBR,LC,Hatchlands Farm,Solar,5.2,50.4236,-3.7849
17529,17529,GBR,LC,Haverigg 3,Wind,3.4,54.204,-3.3245
17530,17530,GBR,LC,Haverigg Repowering (Haverigg II),Wind,1.2,54.204,-3.3245
17531,17531,GBR,LC,Haverton Hill Incinerator,Waste,20.1,54.5945,-1.2602
17532,17532,GBR,LC,Hawkers Farm,Solar,2.5,51.2256,-2.7641
17533,17533,GBR,LC,Hawkers Farm (resubmission),Solar,9.5,51.2244,-2.7639
17534,17534,GBR,LC,Hawksland Solar,Solar,3.1,50.5027,-4.8918
17535,17535,GBR,LC,Hawton Wind Farm,Wind,9.0,53.0482,-0.8142
17536,17536,GBR,LC,Hayford Farm,Solar,8.9,52.6895,-2.9445
17537,17537,GBR,LC,Hayford Farm - extension,Solar,8.2,52.6868,-2.942
17538,17538,GBR,LC,Hayle Wave Hub (Test Site),Wave and Tidal,23.0,50.205,-5.4423
17539,17539,GBR,LC,Hazard Farm,Solar,6.4,50.4202,-3.761
17540,17540,GBR,LC,Hazlehead,Wind,6.0,53.5316,-1.7312
17541,17541,GBR,LC,Heathfield 'A' Landfill,Waste,2.0,50.6992,-3.5589
17542,17542,GBR,LC,Heathfield 'C' Landfill Scheme,Waste,2.2,50.5744,-3.6099
17543,17543,GBR,LC,Heathlands,Solar,5.0,54.9444,-2.9786
17544,17544,GBR,LC,Heathrow Airport Biomass CHP,Biomass,1.8,51.4592,-0.4595
17545,17545,GBR,LC,Helland Meads - resubmission,Solar,1.2,51.0174,-2.9591
17546,17546,GBR,LC,Hellrigg,Wind,9.2,54.8533,-3.3475
17547,17547,GBR,LC,Henbury Quarry,Solar,3.684,50.7735,-2.0477
17548,17548,GBR,LC,Hendai Farm,Solar,13.4,51.6745,-3.2765
17549,17549,GBR,LC,Hendre Fawr Farm,Solar,11.6,51.7409,-3.5913
17550,17550,GBR,LC,Henley Solar Farm,Solar,6.5,52.4861,-2.8034
17551,17551,GBR,LC,Hewas Solar Farm,Solar,5.0,50.3414,-4.9303
17552,17552,GBR,LC,Heysham 1,Nuclear,1155.0,54.0285,-2.916
17553,17553,GBR,LC,Heysham 2,Nuclear,1230.0,54.0285,-2.916
17554,17554,GBR,LC,Heysham South Wind Farm,Wind,7.5,54.0342,-2.865
17555,17555,GBR,LC,Heywood,Solar,4.2,53.596,-2.196
17556,17556,GBR,LC,High Dyke (Mill Farm),Solar,5.0,52.8826,-0.5994
17557,17557,GBR,LC,High Haswell Wind Farm,Wind,4.06,54.7875,-1.4312
17558,17558,GBR,LC,High Heavens Landfill,Waste,1.9,51.6009,-0.7987
17559,17559,GBR,LC,High Hedley I,Wind,2.4,54.7637,-1.7575
17560,17560,GBR,LC,High Hedley II,Wind,5.2,54.7637,-1.7575
17561,17561,GBR,LC,High Leas,Solar,6.5,53.3199,0.0947
17562,17562,GBR,LC,High Meadow Farm,Solar,4.0,54.5912,-1.3775
17563,17563,GBR,LC,High Penn Solar Park,Solar,9.6,51.4512,-1.986
17564,17564,GBR,LC,High Pow,Wind,3.9,54.7895,-3.1912
17565,17565,GBR,LC,High Sharpley,Wind,2.6,54.8403,-1.3375
17566,17566,GBR,LC,High Volts RO,Wind,5.5,54.6936,-1.3003
17567,17567,GBR,LC,Highampton A,Solar,4.0,50.8172,-4.1164
17568,17568,GBR,LC,Higher Bye,Solar,6.79059,51.1726,-3.3597
17569,17569,GBR,LC,Higher Hatherleigh Solar Farm,Solar,3.5,51.0437,-2.4272
17570,17570,GBR,LC,Higher Hatherleigh Solar Farm extension,Solar,1.5,51.0438,-2.4107
17571,17571,GBR,LC,Higher Hill Farm (extension),Solar,1.5,51.0794,-2.6955
17572,17572,GBR,LC,Higher Hill Solar Park,Solar,4.9864,51.0763,-2.6892
17573,17573,GBR,LC,Higher Knapp Farm,Solar,1.5,51.0193,-2.9962
17574,17574,GBR,LC,Higher Pirzwell Solar Farm,Solar,1.2,50.8745,-3.3154
17575,17575,GBR,LC,Higher Tregarne Solar Farm,Solar,5.0,50.1217,-5.1351
17576,17576,GBR,LC,Higher Trevartha Farm,Solar,3.0,50.4517,-4.4281
17577,17577,GBR,LC,Highfields Farm (Braintree),Solar,2.8,51.8248,0.7195
17578,17578,GBR,LC,Highfields Farm (Colchester),Solar,12.2,51.8248,0.7195
17579,17579,GBR,LC,Highfields South Landfill Gas,Waste,1.0,52.6234,-1.9363
17580,17580,GBR,LC,Highwood Lane,Solar,5.0,50.99,-1.5059
17581,17581,GBR,LC,Hill End Farm,Solar,2.8,51.3118,-1.1114
17582,17582,GBR,LC,Hill Farm,Solar,5.0,51.9621,-1.3333
17583,17583,GBR,LC,Hill Farm Solar Park,Solar,10.2,50.6975,-1.1322
17584,17584,GBR,LC,Hill Farm Solar Park (VoWH),Solar,14.8,51.6166,-1.348
17585,17585,GBR,LC,Hill Hall Farm,Solar,4.99896,51.9634,0.4035
17586,17586,GBR,LC,Hill and Moor Landfill Scheme,Waste,3.4,52.133,-2.0306
17587,17587,GBR,LC,Hill of Auquhirie,Wind,6.9,56.9552,-3.1772
17588,17588,GBR,LC,Hill of Balquhindachy extension,Wind,1.7,57.4724,-2.241
17589,17589,GBR,LC,Hill of Easterton,Wind,2.5,57.3761,-2.3933
17590,17590,GBR,LC,Hill of Easterton Extension,Wind,2.0,57.3761,-2.3933
17591,17591,GBR,LC,Hill of Fiddes,Wind,6.9,57.3109,-2.1096
17592,17592,GBR,LC,Hill of Glaschyle Wind Farm,Wind,27.6,57.5105,-3.6156
17593,17593,GBR,LC,Hill of Lybster,Wind,4.9,58.6024,-3.6881
17594,17594,GBR,LC,Hill of Lybster (Extension),Wind,5.2,58.6024,-3.6881
